"","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume"
"324",54,1,26,6,0,1,7,0,0,0,0,7,0,0,0,0,30,0,211,"High"
"325",5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,"Normal"
"326",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"327",5,0,5,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"328",142,2,125,15,0,0,14,24,765,0,2,1,0,0,83,0,2,2,200,"Very High"
"329",140,4,118,15,0,0,15,34,744,0,2,1,0,0,88,0,2,2,213,"Very High"
"330",191,3,88,0,0,0,29,0,0,2,1,14,0,0,3,28,1,1,382,"High"
"331",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"333",125,3,100,0,0,0,9,0,0,0,1,8,0,0,0,0,40,1,426,"High"
"334",5,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,"Normal"
"335",126,18,84,24,1,3,21,35,0,7,18,17,9,5,0,0,1,18,36,"High"
"336",131,2,115,15,0,0,15,34,811,0,2,1,0,0,94,0,1,2,212,"Very High"
"337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"338",187,14,159,0,2,0,43,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"339",144,13,83,0,1,1,21,1,0,22,4,10,0,0,0,0,3,4,63,"High"
"340",102,8,44,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,179,"High"
"341",0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Normal"
"342",340,20,237,52,1,1,25,55,921,0,43,6,0,0,62,0,3,43,399,"Massive"
"343",370,27,241,67,1,1,33,82,890,0,43,6,0,0,43,0,2,43,395,"Massive"
"344",333,33,149,0,0,1,32,0,699,0,23,22,0,0,2,0,3,23,325,"Very High"
"345",374,27,240,67,1,1,25,82,906,0,43,6,0,0,43,0,2,43,395,"Massive"
"346",42,4,23,0,0,1,4,0,146,0,10,7,0,7,18,1,1,10,47,"High"
"347",391,25,239,80,1,2,25,82,980,0,47,12,0,25,73,0,3,47,369,"Massive"
"348",166,8,101,1,4,0,36,0,0,0,18,11,0,0,0,0,1,18,432,"High"
"349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"350",4,0,5,0,0,0,4,0,0,0,0,1,0,26,1,0,1,0,0,"Normal"
"351",190,14,166,0,2,0,35,0,0,0,18,16,0,0,0,0,40,18,565,"Very High"
"352",712,100,405,67,1,13,31,106,941,0,64,36,0,21,43,0,2,64,467,"Massive"
"353",190,14,166,0,2,0,35,0,0,0,18,16,0,0,0,0,40,18,565,"Very High"
"354",712,100,405,67,1,13,31,106,941,0,64,36,0,21,43,0,2,64,467,"Massive"
"355",2,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"356",69,22,92,0,0,0,4,48,0,0,1,6,1,0,2,0,3,1,88,"High"
"357",421,49,232,6,0,12,46,0,83,0,29,22,0,1,1,0,3,29,277,"Very High"
"358",0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Normal"
"359",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,"Normal"
"360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"361",79,0,36,0,0,0,1,33,0,1,0,0,0,0,1,0,14,0,7,"Normal"
"362",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Normal"
"363",9,0,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,"Normal"
"364",11,0,18,0,0,0,2,0,0,0,3,1,0,0,5,0,0,3,0,"Normal"
"365",40,16,65,26,0,19,15,0,0,1,1,14,5,0,0,0,2,1,111,"High"
"366",6,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"367",107,25,123,0,0,1,2,21,0,0,1,6,0,0,2,0,20,1,117,"High"
"368",182,8,95,1,4,0,36,0,0,0,18,11,0,0,0,0,1,18,452,"Very High"
"369",1,0,9,0,0,0,1,0,0,0,0,1,0,2,0,17,0,0,0,"Normal"
"370",3,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,5,"Normal"
"371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"372",276,24,148,0,2,0,54,0,0,0,17,22,0,0,0,0,4,17,509,"Very High"
"373",1599,212,541,42,13,42,38,287,0,13,76,47,25,37,0,5,3,76,426,"Massive"
"374",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"Normal"
"375",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Normal"
"376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Normal"
"377",36,5,34,0,0,0,10,11,0,0,1,0,0,0,0,0,2,1,48,"Normal"
"378",74,3,44,0,0,0,17,0,0,0,1,1,0,0,0,1,1,1,69,"Normal"
"379",61,2,20,6,0,1,3,0,0,0,0,7,0,0,1,0,1,0,240,"High"
"380",12,2,10,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,2,"Normal"
"381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"382",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,"Normal"
"383",162,16,157,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"384",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"385",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"386",162,16,156,0,0,0,28,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"387",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"388",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"389",100,2,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,208,"High"
"390",2,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,26,0,5,"Normal"
"391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"393",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,"Normal"
"394",36,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,"Normal"
"395",135,19,87,46,1,2,14,12,0,8,14,18,0,5,0,0,1,14,6,"High"
"396",84,15,89,0,0,1,1,77,1,0,0,6,0,0,0,0,151,0,87,"High"
"397",40,3,11,0,0,0,3,1,0,0,0,1,0,0,1,0,21,0,0,"Normal"
"398",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,"Normal"
"399",161,3,127,1,0,0,16,34,723,0,2,1,0,0,89,0,69,2,205,"Very High"
"400",6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,"Normal"
"401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Normal"
"402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Normal"
"403",71,2,33,0,1,1,2,0,0,1,0,1,0,0,0,0,2,0,111,"Normal"
"404",40,0,29,0,0,0,17,0,0,0,0,1,0,1,0,0,6,0,49,"Normal"
"405",156,17,149,0,0,0,21,0,0,0,1,8,0,0,0,0,39,1,625,"Very High"
"406",2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Normal"
"407",109,21,62,0,0,5,1,32,52,0,2,2,0,0,0,24,1,2,21,"High"
"408",38,0,14,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,29,"Normal"
"409",2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Normal"
"410",7,1,8,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,1,"Normal"
"411",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"413",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,"Normal"
"414",70,22,94,25,0,23,19,1,0,0,0,20,25,2,0,0,0,0,102,"High"
"415",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"Normal"
"416",7,0,6,0,0,0,3,0,0,0,0,3,0,0,1,1,0,0,6,"Normal"
"417",66,1,85,0,0,0,0,0,0,0,0,1,0,0,1,17,30,0,74,"Normal"
"418",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"419",14,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,"Normal"
"420",30,0,76,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,76,"Normal"
"421",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"422",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,"Normal"
"423",65,8,70,0,0,1,1,77,1,0,1,6,0,0,0,0,151,1,84,"High"
"424",5,0,10,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,"Normal"
"425",19,0,9,0,0,0,1,0,21,0,0,0,0,1,0,1,14,0,0,"Normal"
"426",11,1,14,0,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"427",24,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,2,"Normal"
"428",5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Normal"
"429",306,167,227,51,0,64,2,6,0,0,6,0,0,1,2,8,26,6,83,"Very High"
"430",20,3,4,0,0,0,10,15,0,0,0,0,0,0,0,0,2,0,18,"Normal"
"431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,"Normal"
"432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"433",135,2,73,0,0,0,28,0,0,1,2,7,0,0,1,28,1,2,292,"High"
"434",48,7,9,0,0,0,0,0,0,0,7,1,0,0,0,0,1,7,0,"Normal"
"435",2,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,26,0,5,"Normal"
"436",9,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Normal"
"437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"438",139,2,140,35,0,0,13,23,882,0,16,1,0,0,62,0,1,16,210,"Very High"
"439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"Normal"
"440",94,14,14,1,0,1,4,0,84,0,0,0,0,0,13,0,1,0,173,"High"
"441",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"Normal"
"442",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Normal"
"443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Normal"
"444",83,4,33,0,0,1,17,0,0,0,10,1,0,0,0,0,1,10,151,"High"
"445",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"446",449,43,221,6,1,3,71,0,27,15,33,13,0,1,2,1,1,33,334,"Very High"
"447",337,30,148,0,0,1,39,0,699,0,24,22,0,0,2,0,3,24,318,"Very High"
"448",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"449",53,10,52,22,0,0,19,20,0,0,0,16,0,2,0,0,3,0,30,"Normal"
"450",17,7,16,0,0,0,4,0,0,0,0,2,0,1,0,0,1,0,1,"Normal"
"451",2,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,38,"Normal"
"452",1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,18,"Normal"
"453",31,0,14,0,0,0,11,0,0,0,0,1,0,0,0,0,8,0,9,"Normal"
"454",4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"455",229,77,118,0,0,17,12,0,0,0,1,5,13,1,0,0,2,1,3,"High"
"456",311,25,118,0,21,14,2,0,0,33,218,6,0,19,0,0,1,218,434,"Very High"
"457",71,0,17,0,0,0,0,0,0,0,0,1,0,1,6,0,0,0,29,"Normal"
"458",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"Normal"
"459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"460",99,2,45,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,209,"High"
"461",80,0,27,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,56,"Normal"
"462",79,0,22,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,62,"Normal"
"463",197,2,84,0,0,0,39,0,0,11,3,19,0,0,2,28,2,3,329,"High"
"464",229,10,66,0,0,1,42,10,127,2,6,7,0,1,2,2,1,6,272,"High"
"465",125,25,108,0,0,17,15,0,547,0,2,0,5,0,39,0,66,2,157,"Very High"
"466",8,0,7,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,"Normal"
"467",3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"468",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"469",74,3,44,22,0,0,18,0,0,0,1,1,0,1,0,1,1,1,73,"Normal"
"470",46,0,48,0,0,0,12,0,0,0,0,1,0,0,0,0,1,0,1,"Normal"
"471",983,164,338,36,11,46,20,179,1,18,208,38,0,27,1,13,2,208,382,"Massive"
"472",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"474",96,2,49,0,1,0,12,0,0,0,0,2,0,0,0,0,38,0,224,"High"
"475",162,16,157,0,0,0,36,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"476",1393,196,460,35,12,36,21,350,1,18,86,46,20,31,6,13,5,86,355,"Massive"
"477",87,6,15,6,0,1,4,0,0,0,0,7,0,0,1,0,2,0,239,"High"
"478",223,72,187,0,0,1,12,0,1,0,0,0,0,1,7,47,5,0,220,"High"
"479",204,10,56,0,0,1,40,18,88,2,6,6,0,1,2,2,2,6,219,"High"
"480",61,1,65,6,0,1,0,0,0,0,0,7,0,0,1,17,29,0,114,"High"
"481",46,3,17,0,0,0,3,0,94,0,0,0,0,6,17,1,1,0,116,"High"
"482",6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,"Normal"
"483",32,1,12,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,232,"Normal"
"484",84,4,41,22,0,0,16,5,0,0,0,5,1,1,1,3,3,0,27,"Normal"
"485",550,80,227,41,0,2,22,323,145,0,3,28,0,0,0,17,5,3,185,"Very High"
"486",54,2,31,0,0,1,3,1,0,0,0,2,0,0,1,0,1,0,0,"Normal"
"487",1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,13,0,0,6,"Normal"
"488",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Normal"
"489",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"490",393,30,144,1,2,1,66,0,0,2,11,9,0,0,1,1,1,11,516,"Very High"
"491",95,2,44,0,1,0,11,0,0,0,0,2,0,0,0,0,38,0,223,"High"
"492",96,8,41,0,1,0,13,0,0,0,0,1,0,0,17,0,39,0,208,"High"
"493",187,16,162,0,1,0,38,0,0,0,17,8,0,0,0,0,40,17,574,"Very High"
"494",104,8,44,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,179,"High"
"495",178,13,151,0,1,0,34,0,0,0,17,8,0,0,0,0,39,17,540,"Very High"
"496",96,8,41,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,180,"High"
"497",97,8,42,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,181,"High"
"498",92,2,14,0,0,0,4,0,0,0,0,1,0,0,33,0,0,0,0,"Normal"
"499",0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"500",13,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"502",23,0,12,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"503",119,26,105,0,0,1,1,64,0,0,10,10,0,0,0,0,151,10,71,"High"
"504",488,65,236,25,0,1,0,0,29,0,5,29,0,1,7,0,3,5,156,"Very High"
"505",3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,"Normal"
"506",66,1,90,0,0,0,0,0,0,0,0,1,0,0,1,17,29,0,85,"Normal"
"507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"508",125,1,80,25,0,0,6,1,1,0,2,0,0,0,7,5,2,2,0,"Normal"
"509",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"Normal"
"510",95,3,72,0,0,0,24,0,0,0,0,0,1,1,1,2,8,0,73,"Normal"
"511",73,6,49,58,0,0,5,20,107,0,0,3,8,1,1,0,2,0,36,"High"
"512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"513",37,1,18,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,"Normal"
"514",65,13,15,0,0,0,3,0,94,0,0,0,0,5,17,0,1,0,171,"High"
"515",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"516",62,2,9,6,0,1,4,0,0,0,0,7,0,0,1,0,1,0,245,"High"
"517",155,17,155,0,0,0,0,69,42,0,0,7,0,0,47,25,0,0,60,"High"
"518",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37,0,0,"Normal"
"519",0,0,0,0,0,0,2,8,0,0,0,0,0,0,2,0,0,0,0,"Normal"
"520",95,8,43,0,1,0,13,0,0,0,1,1,0,0,0,0,2,1,132,"Normal"
"521",100,8,35,0,1,0,5,0,0,0,1,1,0,0,0,0,38,1,127,"High"
"522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"523",210,12,155,0,2,0,43,0,0,0,18,20,0,0,0,0,39,18,484,"Very High"
"524",119,12,27,0,20,0,1,0,0,8,15,0,0,19,0,0,2,15,325,"High"
"525",18,0,21,0,0,0,1,0,0,0,0,0,0,0,10,0,59,0,12,"Normal"
"526",141,13,159,15,0,0,17,24,564,0,3,0,1,0,38,0,66,3,192,"Very High"
"527",1,0,1,0,0,0,0,0,0,0,0,1,0,26,0,0,1,0,0,"Normal"
"528",184,1,84,0,0,0,36,0,0,7,3,20,0,0,2,28,1,3,329,"High"
"529",140,4,121,1,0,0,16,34,723,0,2,1,0,0,89,0,68,2,210,"Very High"
"530",90,7,24,0,0,0,2,0,0,0,15,1,0,0,0,0,2,15,164,"High"
"531",80,20,83,26,0,26,24,1,0,0,0,26,21,2,0,0,2,0,110,"High"
"532",349,21,226,54,0,0,16,40,850,0,0,1,0,0,37,0,2,0,369,"Very High"
"533",6,2,7,0,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"534",107,5,69,1,19,0,21,0,0,12,10,0,0,0,0,0,1,10,334,"High"
"535",73,14,14,0,0,0,5,0,1,0,0,1,0,0,0,0,2,0,211,"High"
"536",60,1,15,6,0,1,8,0,0,0,0,7,0,0,1,0,1,0,236,"High"
"537",1044,146,397,39,2,49,27,142,0,22,205,37,15,12,0,13,2,205,327,"Massive"
"538",23,0,51,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0,0,"Normal"
"539",6,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"540",60,1,15,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,235,"High"
"541",193,13,84,0,1,1,21,1,0,25,13,10,0,0,0,1,3,13,42,"High"
"542",50,0,32,0,0,0,6,0,0,0,0,0,0,1,0,0,7,0,41,"Normal"
"543",25,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"544",184,2,155,72,0,0,13,40,907,0,17,7,0,25,72,0,1,17,272,"Very High"
"545",9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Normal"
"546",135,13,125,14,0,0,17,24,534,0,2,0,1,0,39,0,66,2,180,"Very High"
"547",2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"548",2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"549",29,30,31,0,0,0,21,15,0,0,0,0,0,0,1,0,124,0,0,"Normal"
"550",377,47,282,54,0,0,11,55,810,0,0,0,0,0,30,0,1,0,318,"Very High"
"551",67,18,40,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,"Normal"
"552",92,8,43,0,1,0,13,0,0,0,1,1,0,0,0,0,2,1,132,"Normal"
"553",43,4,33,0,0,0,8,0,0,0,1,1,0,0,0,1,1,1,34,"Normal"
"554",150,12,122,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,571,"Very High"
"555",136,4,105,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,541,"Very High"
"556",95,4,56,0,1,0,11,0,0,0,0,2,0,0,0,0,38,0,264,"High"
"557",105,3,59,0,1,0,10,0,0,0,0,1,0,0,0,0,39,0,280,"High"
"558",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"560",28,10,14,22,0,0,4,0,0,0,0,2,0,0,9,0,14,0,5,"Normal"
"561",80,20,79,26,0,26,18,1,0,0,0,26,5,2,0,0,2,0,111,"High"
"562",23,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"563",3,2,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,38,"Normal"
"564",868,130,281,29,11,39,15,140,1,18,194,15,0,27,1,13,2,194,340,"Massive"
"565",4,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"566",95,2,40,0,1,0,13,0,0,0,0,1,0,0,0,0,38,0,208,"High"
"567",8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,"Normal"
"568",264,36,161,25,0,1,0,0,29,0,0,11,0,1,7,0,5,0,224,"High"
"569",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,"Normal"
"570",150,67,112,0,0,1,10,0,1,0,0,0,0,0,0,35,4,0,193,"High"
"571",263,74,210,0,0,1,28,0,0,0,0,9,0,0,11,0,138,0,68,"Very High"
"572",110,26,95,15,0,1,0,0,0,0,0,0,0,1,7,0,5,0,191,"High"
"573",2,0,7,0,0,0,2,0,0,0,0,0,0,0,1,0,26,0,5,"Normal"
"574",156,3,78,0,0,0,29,0,0,1,1,7,0,0,2,28,2,1,354,"High"
"575",176,13,144,0,0,0,38,0,0,0,17,8,0,0,0,0,39,17,552,"Very High"
"576",18,1,43,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,"Normal"
"577",533,84,256,0,0,1,17,0,30,0,9,29,0,1,7,18,4,9,124,"Very High"
"578",110,18,128,8,0,0,1,12,68,0,1,6,0,0,47,25,1,1,55,"High"
"579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"580",255,26,97,0,3,1,55,10,0,2,7,7,0,1,1,2,2,7,374,"Very High"
"581",97,4,99,0,0,0,9,0,0,0,1,8,0,0,0,0,38,1,541,"High"
"582",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,"Normal"
"583",155,15,28,0,21,0,3,0,0,23,16,0,0,19,0,0,1,16,352,"High"
"584",129,8,46,0,1,0,9,0,0,0,3,1,0,0,17,0,2,3,97,"High"
"585",75,20,28,22,0,0,3,0,0,0,0,2,0,1,9,0,66,0,0,"Normal"
"586",43,3,66,0,0,1,3,1,37,0,0,13,0,0,1,0,4,0,143,"High"
"587",323,35,131,5,3,2,25,0,27,29,100,6,0,0,0,0,1,100,375,"Very High"
"588",68,14,12,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,231,"High"
"589",68,1,65,0,0,0,22,0,0,0,0,13,0,0,0,14,24,0,0,"Normal"
"590",196,17,84,0,3,0,46,0,0,0,21,10,0,0,0,0,3,21,500,"Very High"
"591",186,20,114,1,3,1,35,0,0,7,3,11,0,0,0,0,1,3,439,"Very High"
"592",1,1,2,0,0,0,1,0,21,0,0,0,0,0,0,1,13,0,29,"Normal"
"593",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"594",58,6,84,0,0,0,5,1,0,0,0,12,0,0,0,0,1,0,0,"Normal"
"595",26,0,10,0,0,0,3,0,0,0,0,2,0,0,0,0,10,0,1,"Normal"
"596",0,0,3,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"597",2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"Normal"
"598",14,0,8,0,0,0,0,0,0,0,0,1,0,0,30,0,1,0,0,"Normal"
"599",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"600",80,0,22,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,55,"Normal"
"601",9,0,20,0,0,0,2,0,9,0,0,2,0,0,0,0,1,0,72,"Normal"
"602",18,0,6,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,24,"Normal"
"603",61,2,34,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,217,"High"
"604",59,1,29,6,0,1,7,0,0,0,0,7,0,0,1,0,30,0,236,"High"
"605",132,13,53,0,1,0,5,0,0,22,12,1,0,0,27,0,2,12,48,"High"
"606",1,0,0,1,0,0,3,8,0,0,0,0,0,0,2,0,1,0,1,"Normal"
"607",156,3,76,0,0,0,29,0,0,1,1,7,0,0,2,28,2,1,354,"High"
"608",60,1,29,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,107,"Normal"
"609",5,0,5,0,0,0,4,0,0,0,0,1,0,26,1,0,1,0,0,"Normal"
"610",67,13,96,0,0,21,2,1,555,0,2,1,0,0,0,11,1,2,72,"Very High"
"611",151,13,163,15,0,0,17,24,564,0,3,0,1,0,38,0,66,3,211,"Very High"
"612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"613",78,5,40,0,0,0,1,9,0,1,0,0,0,0,1,0,14,0,7,"Normal"
"614",75,1,51,1,0,0,21,0,0,0,0,17,0,0,0,14,24,0,0,"Normal"
"615",74,1,46,1,0,0,21,0,0,0,0,17,0,0,0,14,24,0,0,"Normal"
"616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,18,"Normal"
"617",336,64,266,12,0,6,5,2,28,0,14,0,0,1,23,0,2,14,56,"Very High"
"618",44,17,41,1,0,0,6,0,0,0,0,1,0,0,0,0,72,0,0,"Normal"
"619",60,1,15,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,236,"High"
"620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"621",13,6,7,0,0,9,2,0,0,0,0,1,0,0,0,0,1,0,0,"Normal"
"622",2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"Normal"
