"","restaurants","bars","cafe","college","casino","nightclub","pharmacy","theatre","university","antiques","art","bakery","tattoo","cinema","library","marketplace","railway_station","subway","hotels","volume"
"922",3,0,4,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,"Normal"
"923",1214,146,582,60,1,26,27,123,742,17,94,51,28,21,0,0,2,94,495,"Massive"
"924",88,12,15,6,0,1,4,0,0,0,0,7,0,0,1,0,2,0,239,"High"
"925",1254,170,357,28,12,28,16,446,66,10,39,37,5,30,6,18,5,39,355,"Massive"
"926",72,3,49,17,0,0,11,0,0,0,1,0,0,0,14,0,3,1,30,"Normal"
"927",105,14,25,6,0,1,6,0,0,0,0,7,0,0,1,0,1,0,174,"High"
"928",257,26,124,0,1,16,6,0,0,31,191,6,0,2,0,0,2,191,300,"Very High"
"929",66,1,15,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,211,"High"
"930",153,13,158,14,0,0,18,34,624,0,3,0,1,0,39,0,66,3,188,"Very High"
"931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"932",189,3,91,0,0,0,33,0,0,2,1,11,0,0,3,28,2,1,383,"High"
"933",606,51,328,38,1,4,36,55,893,0,82,27,0,25,73,0,3,82,420,"Massive"
"934",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Normal"
"935",54,9,50,22,0,0,19,20,0,0,0,16,0,2,0,0,3,0,30,"Normal"
"936",12,7,23,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,21,"Normal"
"937",26,15,28,0,0,0,0,1,0,0,0,0,0,1,18,92,1,0,0,"Normal"
"938",16,8,31,54,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,"Normal"
"939",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"941",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"943",70,1,45,44,0,0,3,20,107,0,0,2,8,1,1,0,1,0,50,"High"
"944",37,5,40,0,0,0,2,7,0,0,2,7,0,0,0,0,1,2,0,"Normal"
"945",158,3,94,0,0,1,27,18,689,0,0,2,0,0,31,0,5,0,190,"Very High"
"946",159,11,132,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,567,"Very High"
"947",172,15,160,0,0,0,37,0,0,0,1,8,0,0,0,0,39,1,584,"Very High"
"948",308,88,232,1,0,1,45,0,0,0,0,13,0,0,0,35,6,0,103,"Very High"
"949",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Normal"
"950",114,16,114,15,0,17,0,0,534,0,2,0,5,0,0,18,64,2,124,"Very High"
"951",19,1,4,0,0,0,1,0,21,0,0,0,0,0,0,1,13,0,29,"Normal"
"952",100,1,24,0,0,0,14,0,0,5,18,7,0,18,6,2,1,18,27,"Normal"
"953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"954",360,26,111,0,1,2,54,0,0,2,11,13,0,1,1,2,2,11,493,"Very High"
"955",10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"Normal"
"956",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"Normal"
"957",127,0,67,0,0,1,0,1,0,119,30,0,0,0,0,1,1,30,34,"High"
"958",588,44,322,39,1,4,45,65,920,0,82,27,0,17,73,0,3,82,465,"Massive"
"959",136,12,35,0,0,0,4,0,84,5,0,7,0,6,17,1,2,0,46,"High"
"960",109,1,38,0,0,0,3,0,84,5,0,7,0,6,17,1,1,0,34,"High"
"961",271,9,95,0,4,0,62,0,0,2,22,12,0,0,0,1,2,22,445,"Very High"
"962",77,13,15,0,0,0,3,0,84,0,0,1,0,5,18,1,1,0,115,"High"
"963",41,0,30,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"964",3,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,"Normal"
"965",275,32,132,1,2,1,25,0,0,28,63,6,0,0,0,0,2,63,373,"Very High"
"966",148,3,73,0,0,0,28,0,0,1,1,7,0,0,2,28,1,1,329,"High"
"967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"969",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"970",99,14,17,0,0,1,4,0,99,0,0,0,0,5,6,0,1,0,147,"High"
"971",48,15,28,0,0,0,2,0,0,1,2,5,0,1,0,2,0,2,6,"Normal"
"972",178,3,80,0,0,0,30,0,0,2,1,12,0,0,3,28,1,1,384,"High"
"973",1236,152,590,69,10,20,36,208,809,17,90,55,28,21,0,0,3,90,488,"Massive"
"974",7,0,5,0,0,0,5,0,0,0,0,5,0,0,1,0,0,0,0,"Normal"
"975",38,0,45,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,"Normal"
"976",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"977",34,0,59,13,0,0,2,48,0,0,0,1,1,1,7,0,1,0,24,"Normal"
"978",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Normal"
"979",357,65,297,0,0,7,20,2,0,0,2,0,0,0,25,31,2,2,40,"Very High"
"980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"981",131,13,150,14,0,0,17,24,548,0,3,0,1,0,39,0,66,3,191,"Very High"
"982",98,8,27,0,0,0,6,0,0,9,24,1,0,0,0,0,2,24,110,"High"
"983",419,67,152,0,2,23,6,103,0,26,230,8,0,13,0,9,2,230,319,"Very High"
"984",164,64,169,0,0,1,12,0,1,0,0,0,0,1,7,0,5,0,193,"High"
"985",28,2,17,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,69,"Normal"
"986",255,20,69,0,21,12,3,0,0,26,151,0,0,19,0,0,1,151,492,"Very High"
"987",151,12,144,0,0,0,17,0,0,0,1,8,0,0,0,0,39,1,608,"Very High"
"988",69,14,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,"Normal"
"989",33,3,25,0,0,2,2,1,0,0,0,2,0,0,1,6,1,0,1,"Normal"
"990",99,3,48,0,1,0,13,0,0,0,0,2,0,0,17,0,39,0,224,"High"
"991",29,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,"Normal"
"992",44,2,19,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"993",25,0,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Normal"
"994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"Normal"
"995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"996",101,13,8,0,0,0,4,0,0,0,0,0,0,22,6,1,1,0,118,"Normal"
"997",136,4,111,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,532,"Very High"
"998",16,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,1,"Normal"
"999",8,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,"Normal"
"1000",348,183,284,21,0,60,0,6,0,0,1,8,0,2,1,9,26,1,74,"Very High"
"1001",115,3,94,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,460,"High"
"1002",96,0,36,0,0,0,7,0,0,0,9,0,0,0,0,0,1,9,84,"Normal"
"1003",173,16,156,0,0,0,37,0,0,0,1,8,0,0,0,0,41,1,578,"Very High"
"1004",7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1005",96,8,41,0,1,0,11,0,0,0,1,1,0,0,0,0,2,1,131,"Normal"
"1006",61,2,15,0,0,0,17,0,0,0,12,1,0,0,1,2,0,12,43,"Normal"
"1007",134,10,36,0,20,0,2,0,0,15,14,0,0,19,0,0,1,14,370,"High"
"1008",189,3,92,0,0,0,35,0,0,2,1,9,0,0,4,28,2,1,378,"High"
"1009",12,0,7,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,6,"Normal"
"1010",77,0,39,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,9,"Normal"
"1011",3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Normal"
"1012",43,7,32,1,0,0,4,0,0,0,0,1,0,1,27,0,72,0,0,"Normal"
"1013",94,3,38,0,0,0,4,0,86,2,16,7,0,0,0,0,1,16,35,"High"
"1014",2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,"Normal"
"1015",168,9,97,0,0,1,27,18,673,0,0,2,0,0,31,0,5,0,186,"Very High"
"1016",159,13,161,15,0,17,23,24,548,0,3,0,1,0,38,0,66,3,200,"Very High"
"1017",135,12,39,0,0,0,4,0,86,1,0,7,0,6,17,1,2,0,67,"High"
"1018",143,13,159,15,0,0,17,24,624,0,3,0,1,0,38,0,66,3,193,"Very High"
"1019",96,3,38,0,0,0,5,0,86,2,16,8,0,1,0,0,1,16,23,"Normal"
"1020",0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,"Normal"
"1021",126,1,98,14,0,0,19,0,537,0,6,1,0,0,1,0,1,6,184,"Very High"
"1022",13,1,17,0,0,1,0,142,146,0,0,0,0,1,13,0,0,0,34,"High"
"1023",120,12,73,1,0,0,13,0,0,1,0,11,0,0,0,0,2,0,114,"High"
"1024",3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1025",474,36,152,0,3,8,8,204,1,3,21,25,1,23,6,16,4,21,258,"Very High"
"1026",3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Normal"
"1027",186,12,105,1,0,0,38,0,0,1,1,20,0,0,2,28,2,1,286,"High"
"1028",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1029",111,0,37,0,0,0,7,0,0,0,15,0,0,0,0,0,1,15,121,"High"
"1030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1031",83,13,12,0,0,0,4,0,88,0,0,1,0,5,6,1,1,0,109,"High"
"1032",2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1033",142,13,143,14,0,17,21,0,534,0,3,0,1,0,0,0,65,3,189,"Very High"
"1034",120,26,85,0,0,1,1,20,0,0,10,10,0,0,0,0,151,10,71,"High"
"1035",20,3,9,0,0,2,1,13,0,0,0,3,2,0,0,0,0,0,0,"Normal"
"1036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1037",44,2,9,6,0,1,4,0,0,0,0,1,0,0,1,0,1,0,252,"High"
"1038",137,12,32,0,0,0,4,0,0,5,0,7,0,6,5,1,2,0,40,"Normal"
"1039",8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,"Normal"
"1040",0,0,2,1,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"1041",98,17,34,0,0,5,0,32,0,1,2,4,0,0,0,1,1,2,54,"Normal"
"1042",131,17,54,0,2,1,38,0,133,15,0,6,0,1,0,0,5,0,224,"High"
"1043",18,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,"Normal"
"1044",120,0,66,0,0,1,0,1,0,113,20,0,0,0,0,1,1,20,39,"High"
"1045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1046",274,22,131,1,2,1,53,0,0,2,2,10,0,0,0,0,1,2,500,"Very High"
"1047",151,9,78,0,0,1,26,0,620,0,1,2,0,0,2,0,3,1,158,"Very High"
"1048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1049",11,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1050",1322,199,609,59,10,43,71,130,174,0,75,57,24,19,0,0,3,75,331,"Massive"
"1051",7,5,66,0,0,0,5,1,0,0,0,7,0,0,0,0,2,0,26,"Normal"
"1052",110,25,92,0,0,1,1,12,0,0,0,6,0,0,0,0,152,0,71,"High"
"1053",143,11,84,0,2,0,36,0,0,15,0,12,0,0,0,0,39,0,152,"High"
"1054",397,40,141,5,2,2,57,0,0,15,36,7,0,1,1,1,2,36,455,"Very High"
"1055",1159,166,561,42,1,37,59,130,769,0,79,55,24,21,0,0,3,79,354,"Massive"
"1056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1057",239,9,102,0,4,0,51,0,0,2,18,12,0,0,0,1,1,18,463,"Very High"
"1058",400,26,179,5,1,2,54,0,39,7,27,18,0,2,2,2,1,27,413,"Very High"
"1059",63,17,50,0,0,0,12,0,67,15,0,6,0,0,0,0,4,0,160,"High"
"1060",149,3,73,0,0,0,29,0,0,1,1,7,0,0,2,28,1,1,353,"High"
"1061",70,4,44,0,0,1,7,0,145,2,10,0,0,0,0,0,1,10,82,"High"
"1062",28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1063",382,21,221,60,1,3,29,59,899,0,47,12,0,25,73,0,3,47,363,"Massive"
"1064",129,22,120,13,0,12,11,3,99,0,1,0,0,2,5,12,2,1,19,"High"
"1065",246,9,100,1,4,0,43,0,0,2,18,12,0,0,0,1,1,18,463,"Very High"
"1066",286,85,203,1,0,3,43,3,67,0,0,9,0,2,2,36,3,0,107,"Very High"
"1067",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1068",834,76,286,22,10,3,14,437,145,10,19,31,5,18,6,21,5,19,271,"Massive"
"1069",101,12,15,6,0,1,5,0,0,0,0,7,0,0,1,0,2,0,239,"High"
"1070",1510,210,495,44,13,42,49,246,0,9,67,55,25,36,0,5,3,67,442,"Massive"
"1071",63,13,65,14,0,0,12,0,0,0,0,3,0,1,0,0,2,0,183,"High"
"1072",318,106,261,1,0,1,59,0,1,0,0,14,0,0,1,35,7,0,110,"Very High"
"1073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1074",179,15,173,0,2,0,38,0,0,0,18,16,0,0,0,0,39,18,570,"Very High"
"1075",51,3,18,0,0,0,4,0,0,0,10,1,0,0,0,0,2,10,197,"Normal"
"1076",132,4,104,0,1,0,12,0,0,0,1,9,0,0,0,0,40,1,384,"High"
"1077",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,"Normal"
"1078",274,25,153,0,2,0,55,0,0,0,17,21,0,0,0,0,40,17,499,"Very High"
"1079",98,1,37,0,0,0,2,0,85,5,7,7,0,6,17,1,1,7,33,"High"
"1080",1401,204,486,24,12,42,22,270,1,12,61,44,20,31,6,13,4,61,366,"Massive"
"1081",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1082",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1083",141,31,71,0,0,0,18,1,0,168,31,16,0,0,0,1,0,31,12,"High"
"1084",193,13,84,0,1,1,21,1,0,25,13,10,0,0,0,1,3,13,42,"High"
"1085",17,0,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17,"Normal"
"1086",164,13,85,0,1,1,21,1,0,23,4,10,0,0,0,1,3,4,63,"High"
"1087",81,4,36,0,0,1,1,142,148,1,0,7,0,7,18,0,2,0,55,"High"
"1088",103,3,38,0,0,0,5,142,87,2,16,8,0,6,5,1,1,16,23,"High"
"1089",325,31,119,0,11,15,6,0,0,32,210,6,0,19,0,0,1,210,371,"Very High"
"1090",29,1,11,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,248,"Normal"
"1091",364,72,333,12,0,6,6,2,130,0,0,0,0,0,22,0,2,0,60,"Very High"
"1092",7,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,"Normal"
"1093",238,19,102,0,0,1,6,163,1,1,0,22,0,11,6,0,3,0,166,"High"
"1094",125,13,38,0,1,0,5,0,0,0,12,1,0,0,27,0,2,12,60,"Normal"
"1095",74,14,50,14,0,0,13,0,0,1,0,3,0,1,0,0,2,0,227,"High"
"1096",50,2,106,0,0,0,8,0,0,0,1,8,0,1,0,3,2,1,124,"High"
"1097",679,75,244,21,0,2,14,401,145,9,14,28,1,0,0,17,5,14,237,"Very High"
"1098",231,16,118,0,1,15,2,0,0,23,171,6,0,1,0,0,2,171,300,"Very High"
"1099",140,12,158,14,0,0,17,24,624,0,3,0,1,0,39,0,66,3,192,"Very High"
"1100",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,"Normal"
"1101",0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1102",5,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,"Normal"
"1103",705,73,267,21,0,2,14,414,145,9,14,28,1,0,0,17,5,14,237,"Very High"
"1104",41,9,26,0,0,0,18,0,0,0,0,14,0,1,0,0,3,0,30,"Normal"
"1105",234,9,99,0,4,0,53,0,0,2,18,12,0,0,0,0,1,18,453,"Very High"
"1106",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1107",10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,"Normal"
"1108",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"Normal"
"1109",99,17,40,0,0,0,0,40,0,0,0,0,0,0,0,0,2,0,88,"Normal"
"1110",84,14,14,1,0,1,5,0,84,0,0,0,0,0,13,0,1,0,174,"High"
"1111",151,4,125,0,0,0,17,0,0,0,1,8,0,0,0,0,38,1,583,"Very High"
"1112",7,0,37,29,0,0,3,0,0,0,0,3,0,0,0,0,2,0,33,"Normal"
"1113",15,2,6,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,"Normal"
"1114",15,2,6,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,"Normal"
"1115",104,0,74,16,0,0,8,0,0,0,0,1,0,1,0,0,8,0,34,"Normal"
"1116",448,78,336,13,0,7,13,2,88,0,0,0,0,0,28,31,2,0,60,"Very High"
"1117",217,20,134,1,4,1,53,0,0,2,11,12,0,0,0,0,1,11,515,"Very High"
"1118",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1119",186,2,97,1,0,0,27,40,737,0,0,0,0,0,88,0,4,0,208,"Very High"
"1120",77,17,91,38,0,1,1,0,621,0,2,0,1,0,0,11,0,2,27,"Very High"
"1121",310,18,219,29,0,0,8,55,810,0,33,1,0,0,43,0,2,33,349,"Very High"
"1122",658,99,400,95,1,12,27,241,911,17,55,7,0,0,0,0,2,55,430,"Massive"
"1123",114,3,60,0,1,0,10,0,0,0,1,1,0,0,0,0,38,1,293,"High"
"1124",86,2,41,0,1,0,10,0,0,0,0,1,0,0,0,0,2,0,200,"High"
"1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,"Normal"
"1126",1282,179,410,20,12,32,17,269,1,22,109,43,11,31,6,13,5,109,355,"Massive"
"1127",995,122,284,28,12,20,18,326,1,18,75,23,5,27,6,13,5,75,284,"Massive"
"1128",1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"Normal"
"1129",173,16,156,0,0,0,37,0,0,0,1,8,0,0,0,0,41,1,578,"Very High"
"1130",152,12,76,0,0,0,26,0,0,1,0,15,0,0,2,0,2,0,193,"High"
"1131",32,4,40,0,0,0,2,0,0,0,1,8,0,0,0,0,1,1,0,"Normal"
"1132",8,4,16,0,0,0,1,0,0,1,0,4,0,1,0,2,0,0,1,"Normal"
"1133",82,12,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Normal"
"1134",8,4,16,0,0,0,1,0,0,1,0,4,0,1,0,2,0,0,1,"Normal"
"1135",82,12,38,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Normal"
"1136",30,9,22,0,0,1,4,0,0,0,0,1,0,0,0,0,2,0,1,"Normal"
"1137",106,2,74,79,0,0,3,0,0,0,2,6,0,0,7,5,1,2,0,"Normal"
"1138",1,0,0,0,0,0,2,8,0,0,0,0,0,0,2,0,1,0,1,"Normal"
"1139",9,0,21,0,0,1,1,1,0,0,0,1,0,1,2,0,63,0,2,"Normal"
"1140",10,0,4,0,0,0,5,0,0,0,0,1,0,0,0,0,1,0,1,"Normal"
"1141",173,21,111,0,0,0,0,0,0,0,18,21,0,31,8,0,1,18,0,"High"
"1142",43,0,46,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,"Normal"
"1143",59,1,20,6,0,1,7,0,0,0,0,7,0,0,1,0,1,0,236,"High"
"1144",98,8,46,0,1,0,11,0,0,0,0,1,0,0,0,0,2,0,207,"High"
"1145",162,16,158,0,0,0,36,0,0,0,1,8,0,0,0,0,39,1,597,"Very High"
"1146",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"1147",59,1,26,6,0,1,7,0,0,0,0,7,0,0,0,0,30,0,218,"High"
"1148",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Normal"
"1149",144,13,83,0,1,1,21,1,0,22,4,10,0,0,0,0,3,4,70,"High"
"1150",9,1,24,0,0,0,5,1,35,0,0,0,0,1,18,92,2,0,0,"Normal"
"1151",277,24,146,0,2,0,54,0,0,0,17,21,0,0,0,0,4,17,501,"Very High"
"1152",7,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,"Normal"
"1153",38,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,66,"Normal"
"1154",155,3,77,0,0,0,28,0,0,1,1,7,0,0,2,28,2,1,346,"High"
"1155",181,4,96,0,0,0,40,0,0,1,1,9,0,0,1,31,3,1,368,"High"
"1156",153,4,74,0,0,0,28,0,0,1,1,7,0,0,2,28,1,1,328,"High"
"1157",228,15,120,19,0,0,38,0,0,1,1,9,0,1,3,28,3,1,410,"Very High"
"1158",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Normal"
"1159",1480,206,481,36,12,36,27,404,66,10,45,46,20,31,6,14,5,45,377,"Massive"
"1160",17,0,15,37,0,0,1,0,56,0,0,0,0,0,0,0,0,0,0,"Normal"
"1161",88,0,40,0,0,0,8,0,0,0,0,2,0,0,0,0,1,0,33,"Normal"
"1162",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1163",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1164",1328,190,466,21,12,37,17,268,1,21,109,43,20,31,6,13,3,109,356,"Massive"
"1165",50,1,59,17,0,0,0,0,0,0,0,0,1,0,9,0,2,0,16,"Normal"
"1166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,"Normal"
"1168",165,12,176,14,0,17,23,24,548,0,3,0,1,0,38,0,66,3,200,"Very High"
"1169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Normal"
"1171",289,19,161,0,0,1,31,22,687,0,9,7,0,0,14,0,6,9,197,"Very High"
"1172",266,21,60,0,21,12,3,0,0,27,140,5,0,19,0,0,1,140,481,"Very High"
"1173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1174",149,13,60,0,1,1,15,1,0,24,13,1,0,0,0,0,2,13,42,"High"
"1175",40,0,20,0,0,0,14,0,0,0,0,1,0,0,0,0,2,0,158,"Normal"
"1176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1177",104,14,9,6,0,1,5,0,0,0,0,7,0,0,1,0,2,0,229,"High"
"1178",4,0,5,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,"Normal"
"1179",63,0,58,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1180",45,3,64,0,0,0,3,0,0,0,1,8,0,0,7,3,1,1,47,"Normal"
"1181",114,32,100,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,"Normal"
"1182",170,14,160,0,0,0,37,0,0,0,1,8,0,0,0,0,39,1,590,"Very High"
"1183",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1184",261,25,125,25,0,0,6,0,0,0,0,0,0,1,0,0,2,0,165,"High"
"1185",48,1,12,0,0,0,3,22,0,5,0,0,0,0,0,0,0,0,0,"Normal"
"1186",702,68,242,15,1,2,14,408,144,9,14,30,1,34,0,21,5,14,225,"Very High"
"1187",84,11,46,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"Normal"
"1188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1190",2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Normal"
"1191",420,46,234,0,0,10,54,0,693,0,23,22,0,1,1,0,3,23,356,"Very High"
"1192",96,12,20,6,0,1,4,1,0,0,0,7,0,0,1,0,31,0,206,"High"
"1193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1194",149,13,153,15,0,0,24,34,640,0,2,0,0,0,38,0,66,2,187,"Very High"
"1195",60,1,15,6,0,1,8,0,0,0,0,7,0,0,0,0,1,0,235,"High"
"1196",313,221,279,84,0,58,1,6,0,0,7,0,0,4,19,14,0,7,64,"Very High"
"1197",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,139,"Normal"
"1198",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Normal"
"1199",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1200",229,10,66,0,0,1,42,10,127,2,6,7,0,1,2,2,1,6,272,"High"
"1201",62,2,15,6,0,1,8,0,0,0,0,7,0,0,1,0,1,0,227,"High"
"1202",8,0,8,22,0,0,3,0,0,0,0,1,0,0,9,0,13,0,20,"Normal"
"1203",97,3,57,0,1,0,13,0,0,0,0,2,0,0,0,0,38,0,225,"High"
"1204",330,18,198,0,0,1,31,0,683,0,15,13,0,0,3,0,6,15,219,"Very High"
"1205",35,8,3,0,0,0,13,0,0,0,0,2,0,13,1,1,0,0,0,"Normal"
"1206",88,11,21,6,0,1,3,1,0,0,0,7,0,0,1,0,30,0,114,"Normal"
"1207",61,6,30,0,0,1,2,142,146,0,10,0,0,6,18,0,1,10,150,"High"
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Normal"
"1209",173,16,156,0,0,0,37,0,0,0,1,8,0,0,0,0,41,1,578,"Very High"
"1210",356,84,246,0,0,1,32,0,30,0,5,11,0,1,7,0,7,5,228,"Very High"
"1211",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,139,"Normal"
"1212",16,8,31,0,0,0,0,0,0,0,0,0,0,1,10,84,2,0,0,"Normal"
"1213",9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"Normal"
"1214",249,19,65,0,21,12,3,0,0,28,142,5,0,19,0,0,1,142,469,"Very High"
"1215",15,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,33,"Normal"
